Age,Occupation,Gender,Worth,Product.Type,MaritalStatus,Location,Buy.Status
43,Civil service,F,117000,Savings,M,OGUN,Y
34,Civil service,M,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,S,LAGOS,Y
45,Professional,M,117000,Savings,M,LAGOS,Y
35,Enterprenuer,F,117000,Savings,M,LAGOS,Y
35,Enterprenuer,F,117000,Savings,M,LAGOS,N
36,Professional,M,117000,Savings,M,LAGOS,Y
32,Enterprenuer,F,117000,Savings,M,LAGOS,Y
37,Professional,M,117000,Savings,S,LAGOS,Y
35,Civil service,F,117000,Savings,M,OGUN,Y
55,Civil service,M,117000,Savings,M,LAGOS,Y
28,Civil service,M,117000,Savings,S,LAGOS,Y
38,Enterprenuer,M,117000,Savings,M,LAGOS,Y
29,Enterprenuer,F,117000,Savings,M,LAGOS,Y
33,Civil service,M,117000,Savings,M,LAGOS,Y
45,Civil service,F,117000,Savings,M,LAGOS,Y
39,Professional,M,117000,Savings,M,LAGOS,Y
35,Civil service,F,117000,Savings,M,OGUN,Y
38,Civil service,M,117000,Savings,M,LAGOS,N
38,Civil service,M,117000,Savings,M,LAGOS,Y
56,Enterprenuer,M,117000,Savings,M,OGUN,Y
52,Civil service,F,117000,Savings,M,OGUN,Y
37,Enterprenuer,F,117000,Savings,S,LAGOS,Y
33,Enterprenuer,F,117000,Savings,S,LAGOS,Y
33,Civil service,F,117000,Savings,M,LAGOS,Y
40,Professional,M,117000,Savings,M,LAGOS,Y
35,Enterprenuer,F,117000,Savings,M,LAGOS,N
29,Civil service,M,117000,Savings,M,OGUN,Y
50,Professional,M,117000,Savings,M,LAGOS,Y
50,Professional,M,117000,Savings,M,LAGOS,Y
50,Professional,M,117000,Savings,M,LAGOS,Y
35,Enterprenuer,F,117000,Savings,M,LAGOS,Y
44,Enterprenuer,M,117000,Savings,M,OGUN,Y
42,Civil service,M,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,Y
49,Enterprenuer,M,117000,Savings,M,OYO,Y
49,Enterprenuer,M,117000,Savings,M,OYO,Y
33,Civil service,M,117000,Savings,M,OGUN,Y
29,Enterprenuer,F,117000,Savings,S,LAGOS,Y
40,Enterprenuer,M,117000,Savings,M,OGUN,Y
40,Enterprenuer,M,117000,Savings,M,OGUN,Y
35,Professional,F,117000,Savings,M,LAGOS,Y
33,Civil service,F,117000,Savings,M,LAGOS,Y
39,Enterprenuer,F,117000,Savings,M,OGUN,Y
26,Civil service,F,117000,Savings,S,OGUN,Y
41,Civil service,F,117000,Savings,M,OGUN,N
41,Civil service,F,117000,Savings,M,OGUN,N
41,Civil service,F,117000,Savings,M,OGUN,N
41,Civil service,F,117000,Savings,M,OGUN,Y
41,Civil service,F,117000,Savings,M,OGUN,Y
41,Civil service,F,117000,Savings,M,OGUN,N
41,Civil service,F,117000,Savings,M,OGUN,N
44,Enterprenuer,M,117000,Savings,M,OGUN,Y
44,Enterprenuer,M,117000,Savings,M,OGUN,Y
29,Civil service,M,117000,Savings,M,LAGOS,Y
35,Civil service,F,117000,Savings,M,LAGOS,Y
46,Civil service,M,117000,Savings,M,LAGOS,Y
27,Civil service,F,117000,Savings,S,LAGOS,Y
27,Enterprenuer,F,117000,Savings,M,LAGOS,Y
43,Civil service,M,117000,Savings,M,OGUN,N
32,Civil service,F,117000,Savings,S,LAGOS,N
32,Civil service,F,117000,Savings,S,LAGOS,N
19,Enterprenuer,F,117000,Savings,S,LAGOS,Y
35,Civil service,F,117000,Savings,M,LAGOS,Y
43,Civil service,M,117000,Savings,M,OGUN,N
46,Enterprenuer,F,117000,Savings,M,LAGOS,Y
29,Civil service,F,117000,Savings,M,LAGOS,Y
43,Civil service,M,117000,Savings,M,OGUN,N
46,Enterprenuer,F,117000,Savings,M,LAGOS,Y
43,Civil service,M,117000,Savings,M,OGUN,Y
32,Civil service,F,117000,Savings,S,LAGOS,Y
35,Enterprenuer,F,117000,Savings,M,LAGOS,Y
32,Civil service,M,117000,Savings,M,LAGOS,Y
50,Professional,M,117000,Savings,M,OGUN,Y
30,Professional,F,117000,Savings,S,LAGOS,Y
40,Professional,M,117000,Savings,M,OYO,Y
37,Civil service,F,117000,Savings,M,LAGOS,Y
36,Civil service,F,117000,Savings,S,LAGOS,N
36,Civil service,F,117000,Savings,S,LAGOS,Y
57,Civil service,F,117000,Savings,M,OGUN,Y
29,Enterprenuer,F,117000,Savings,S,LAGOS,Y
36,Enterprenuer,M,117000,Savings,M,IMO,Y
37,Professional,M,117000,Savings,M,LAGOS,Y
36,Civil service,M,117000,Savings,M,LAGOS,Y
39,Civil service,M,117000,Savings,M,LAGOS,Y
34,Enterprenuer,M,117000,Savings,M,LAGOS,Y
27,Civil service,M,117000,Savings,M,LAGOS,Y
40,Enterprenuer,M,117000,Savings,M,OGUN,Y
27,Civil service,F,117000,Savings,S,LAGOS,Y
33,Civil service,F,117000,Savings,M,LAGOS,Y
49,Civil service,M,117000,Savings,M,LAGOS,Y
38,Enterprenuer,F,117000,Savings,M,LAGOS,N
38,Enterprenuer,F,117000,Savings,M,LAGOS,Y
39,Professional,M,117000,Savings,M,LAGOS,Y
49,Civil service,M,117000,Savings,M,KADUNA,Y
41,Enterprenuer,M,117000,Savings,M,OGUN,Y
31,Enterprenuer,F,117000,Savings,S,LAGOS,N
38,Enterprenuer,F,117000,Savings,M,LAGOS,Y
41,Civil service,M,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,OGUN,Y
29,Enterprenuer,F,117000,Savings,S,LAGOS,Y
29,Civil service,M,117000,Savings,M,LAGOS,Y
29,Enterprenuer,F,117000,Savings,S,LAGOS,N
44,Civil service,M,117000,Savings,M,OGUN,Y
29,Civil service,F,117000,Savings,M,LAGOS,N
29,Civil service,M,117000,Savings,M,LAGOS,Y
46,Civil service,M,117000,Savings,M,LAGOS,Y
44,Enterprenuer,M,117000,Savings,M,OGUN,Y
30,Civil service,M,117000,Savings,M,LAGOS,Y
30,Civil service,M,117000,Savings,M,LAGOS,Y
46,Civil service,M,117000,Savings,M,LAGOS,Y
46,Civil service,M,117000,Savings,M,LAGOS,Y
46,Civil service,M,117000,Savings,M,LAGOS,Y
29,Enterprenuer,F,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,OGUN,Y
37,Civil service,F,117000,Savings,M,LAGOS,Y
40,Civil service,M,117000,Savings,M,LAGOS,Y
26,Civil service,M,117000,Savings,M,OGUN,Y
44,Professional,M,117000,Savings,M,OGUN,Y
53,Civil service,M,117000,Savings,M,LAGOS,Y
37,Civil service,M,117000,Savings,M,LAGOS,Y
37,Civil service,M,117000,Savings,M,LAGOS,Y
33,Civil service,M,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,LAGOS,Y
33,Civil service,M,117000,Savings,M,LAGOS,Y
41,Enterprenuer,M,117000,Savings,M,OGUN,Y
41,Civil service,M,117000,Savings,M,LAGOS,Y
32,Civil service,F,117000,Savings,S,LAGOS,Y
33,Civil service,F,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,OYO,Y
32,Civil service,M,117000,Savings,M,LAGOS,Y
42,Enterprenuer,F,117000,Savings,M,LAGOS,Y
42,Enterprenuer,F,117000,Savings,M,LAGOS,Y
39,Civil service,F,117000,Savings,M,OGUN,Y
33,Civil service,M,117000,Savings,M,LAGOS,Y
27,Civil service,F,117000,Savings,S,LAGOS,Y
34,Civil service,F,117000,Savings,M,LAGOS,Y
35,Professional,F,117000,Savings,M,LAGOS,Y
53,Civil service,M,117000,Savings,M,LAGOS,N
30,Civil service,F,117000,Savings,S,OYO,Y
53,Civil service,M,117000,Savings,M,LAGOS,Y
33,Professional,M,117000,Savings,S,LAGOS,Y
30,Civil service,M,117000,Savings,M,LAGOS,Y
53,Civil service,M,117000,Savings,M,LAGOS,Y
39,Civil service,M,117000,Savings,M,LAGOS,Y
40,Civil service,M,117000,Savings,M,OGUN,Y
39,Civil service,M,117000,Savings,M,LAGOS,Y
36,Civil service,M,117000,Savings,M,LAGOS,Y
45,Enterprenuer,M,117000,Savings,S,LAGOS,N
25,Civil service,F,117000,Savings,S,LAGOS,Y
45,Enterprenuer,M,117000,Savings,S,LAGOS,Y
43,Civil service,M,117000,Savings,M,OGUN,Y
43,Civil service,M,117000,Savings,M,OGUN,Y
38,Civil service,M,117000,Savings,M,LAGOS,Y
31,Enterprenuer,M,117000,Savings,M,LAGOS,Y
36,Enterprenuer,F,117000,Savings,M,LAGOS,Y
36,Enterprenuer,F,117000,Savings,M,LAGOS,Y
40,Professional,F,117000,Savings,M,LAGOS,Y
40,Professional,F,117000,Savings,M,LAGOS,Y
40,Professional,F,117000,Savings,M,LAGOS,Y
40,Professional,F,117000,Savings,M,LAGOS,Y
44,Enterprenuer,F,117000,Savings,M,LAGOS,Y
52,Enterprenuer,F,117000,Savings,M,EKITI,N
51,Professional,M,117000,Savings,M,LAGOS,Y
36,Civil service,M,117000,Savings,M,ABUJA,Y
36,Enterprenuer,M,117000,Savings,M,LAGOS,N
36,Enterprenuer,M,117000,Savings,M,LAGOS,Y
39,Civil service,M,117000,Savings,S,LAGOS,Y
39,Civil service,M,117000,Savings,S,LAGOS,N
39,Civil service,M,117000,Savings,M,OGUN,Y
34,Enterprenuer,F,117000,Savings,S,LAGOS,Y
36,Enterprenuer,M,117000,Savings,M,LAGOS,Y
36,Enterprenuer,M,117000,Savings,M,LAGOS,Y
39,Enterprenuer,M,117000,Savings,M,LAGOS,Y
37,Enterprenuer,M,117000,Savings,M,LAGOS,Y
41,Civil service,M,117000,Savings,M,LAGOS,Y
46,Civil service,M,117000,Savings,M,OGUN,Y
33,Civil service,M,117000,Savings,M,OYO,Y
41,Civil service,M,117000,Savings,M,LAGOS,N
30,Civil service,F,117000,Savings,M,OGUN,Y
25,Civil service,F,117000,Savings,S,ABUJA,Y
27,Civil service,F,117000,Savings,M,LAGOS,Y
44,Professional,M,117000,Savings,M,LAGOS,Y
36,Civil service,F,117000,Savings,M,LAGOS,Y
44,Professional,M,117000,Savings,M,LAGOS,Y
36,Civil service,F,117000,Savings,M,LAGOS,Y
36,Civil service,F,117000,Savings,M,LAGOS,Y
40,Civil service,M,117000,Savings,M,LAGOS,Y
39,Civil service,F,117000,Savings,M,ONDO,Y
29,Enterprenuer,F,117000,Savings,S,LAGOS,Y
29,Professional,M,117000,Savings,M,LAGOS,Y
43,Civil service,M,117000,Savings,M,LAGOS,Y
32,Civil service,F,117000,Savings,M,OGUN,N
28,Civil service,F,117000,Savings,S,LAGOS,Y
47,Civil service,F,117000,Savings,M,LAGOS,Y
47,Civil service,F,117000,Savings,M,LAGOS,Y
47,Civil service,F,117000,Savings,M,LAGOS,Y
44,Enterprenuer,M,117000,Savings,M,OYO,Y
46,Enterprenuer,F,117000,Savings,S,OGUN,Y
37,Civil service,M,117000,Savings,M,LAGOS,Y
30,Civil service,M,117000,Savings,M,RIVERS,Y
32,Civil service,F,117000,Savings,S,LAGOS,N
30,Civil service,M,117000,Savings,M,RIVERS,N
30,Civil service,M,117000,Savings,M,RIVERS,Y
39,Civil service,M,117000,Savings,M,OYO,Y
37,Civil service,M,117000,Savings,M,LAGOS,Y
32,Civil service,M,117000,Savings,M,LAGOS,Y
48,Enterprenuer,M,117000,Savings,M,LAGOS,Y
41,Civil service,M,117000,Savings,M,LAGOS,Y
48,Enterprenuer,M,117000,Savings,M,LAGOS,Y
32,Civil service,F,117000,Savings,S,LAGOS,Y
52,Professional,M,117000,Savings,M,LAGOS,Y
40,Enterprenuer,M,117000,Savings,M,OGUN,Y
44,Civil service,M,117000,Savings,M,LAGOS,Y
33,Civil service,F,117000,Savings,M,LAGOS,N
49,Civil service,M,117000,Savings,M,LAGOS,Y
49,Civil service,M,117000,Savings,M,LAGOS,Y
36,Civil service,F,117000,Savings,M,LAGOS,Y
41,Civil service,F,117000,Savings,S,LAGOS,Y
33,Civil service,M,117000,Savings,S,LAGOS,Y
52,Civil service,M,117000,Savings,M,OGUN,Y
44,Enterprenuer,M,117000,Savings,M,OYO,Y
40,Civil service,F,117000,Savings,S,OYO,Y
42,Enterprenuer,M,117000,Savings,M,LAGOS,Y
42,Enterprenuer,M,117000,Savings,M,LAGOS,Y
50,Civil service,M,117000,Savings,M,OYO,Y
42,Civil service,M,117000,Savings,M,OGUN,Y
33,Civil service,M,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,LAGOS,N
44,Civil service,M,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,LAGOS,Y
48,Civil service,M,117000,Savings,M,LAGOS,Y
48,Civil service,M,117000,Savings,M,LAGOS,Y
48,Civil service,M,117000,Savings,M,LAGOS,Y
46,Civil service,M,117000,Savings,M,LAGOS,Y
46,Civil service,M,117000,Savings,M,LAGOS,Y
46,Civil service,M,117000,Savings,M,LAGOS,Y
42,Enterprenuer,M,117000,Savings,M,LAGOS,Y
52,Civil service,M,117000,Savings,M,OGUN,Y
45,Professional,M,117000,Savings,S,LAGOS,Y
48,Civil service,M,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,OGUN,Y
36,Civil service,F,117000,Savings,M,OGUN,Y
41,Civil service,F,117000,Savings,M,OGUN,Y
36,Professional,M,117000,Savings,M,LAGOS,Y
39,Professional,F,117000,Savings,M,LAGOS,Y
46,Enterprenuer,F,117000,Savings,M,LAGOS,N
48,Civil service,M,117000,Savings,M,OGUN,N
48,Civil service,M,117000,Savings,M,OGUN,Y
48,Civil service,M,117000,Savings,M,OGUN,Y
48,Civil service,M,117000,Savings,M,OGUN,Y
46,Enterprenuer,F,117000,Savings,M,LAGOS,Y
32,Enterprenuer,F,117000,Savings,M,LAGOS,N
32,Enterprenuer,F,117000,Savings,M,LAGOS,N
40,Civil service,M,117000,Savings,M,LAGOS,N
32,Enterprenuer,F,117000,Savings,M,LAGOS,N
50,Civil service,M,117000,Savings,M,OGUN,Y
50,Civil service,M,117000,Savings,M,OGUN,Y
50,Civil service,M,117000,Savings,M,OGUN,Y
50,Civil service,M,117000,Savings,M,OGUN,Y
35,Civil service,M,117000,Savings,M,OGUN,Y
50,Civil service,M,117000,Savings,M,OGUN,Y
32,Civil service,F,117000,Savings,M,OGUN,Y
34,Civil service,F,117000,Savings,M,OGUN,Y
38,Civil service,M,117000,Savings,M,OGUN,Y
31,Civil service,F,117000,Savings,M,OGUN,Y
48,Civil service,M,117000,Savings,M,LAGOS,Y
35,Professional,F,117000,Savings,M,LAGOS,Y
48,Enterprenuer,F,117000,Savings,M,LAGOS,Y
32,Enterprenuer,F,117000,Savings,M,LAGOS,N
52,Enterprenuer,F,117000,Savings,M,OGUN,Y
27,Civil service,M,117000,Savings,S,LAGOS,N
27,Civil service,M,117000,Savings,S,LAGOS,Y
34,Civil service,F,117000,Savings,M,LAGOS,N
34,Civil service,F,117000,Savings,M,LAGOS,Y
23,Enterprenuer,F,117000,Savings,S,OGUN,Y
42,Enterprenuer,F,117000,Savings,S,LAGOS,Y
40,Professional,F,117000,Savings,M,LAGOS,Y
30,Civil service,F,117000,Savings,M,BENUE,Y
30,Civil service,M,117000,Savings,M,LAGOS,Y
40,Professional,F,117000,Savings,M,LAGOS,Y
40,Professional,F,117000,Savings,M,LAGOS,Y
40,Professional,F,117000,Savings,M,LAGOS,Y
31,Civil service,M,117000,Savings,M,BENUE,Y
37,Enterprenuer,M,117000,Savings,M,LAGOS,Y
39,Civil service,M,117000,Savings,M,KWARA,Y
46,Civil service,M,117000,Savings,M,LAGOS,Y
29,Civil service,F,117000,Savings,S,OYO,Y
52,Civil service,M,117000,Savings,M,BENUE,N
27,Civil service,M,117000,Savings,M,OGUN,Y
46,Professional,M,117000,Savings,M,OGUN,Y
40,Civil service,M,117000,Savings,M,OGUN,Y
48,Civil service,M,117000,Savings,M,LAGOS,Y
52,Professional,M,117000,Savings,M,OYO,Y
40,Civil service,M,117000,Savings,M,OGUN,Y
40,Civil service,M,117000,Savings,M,OGUN,Y
38,Civil service,M,117000,Savings,M,NASARAWA,Y
40,Civil service,M,117000,Savings,M,LAGOS,Y
31,Student,M,117000,Savings,S,LAGOS,Y
48,Civil service,M,117000,Savings,M,LAGOS,Y
39,Civil service,M,117000,Savings,M,KWARA,Y
32,Civil service,M,117000,Savings,M,OGUN,Y
27,Civil service,F,117000,Savings,S,LAGOS,N
38,Civil service,M,117000,Savings,M,LAGOS,Y
38,Civil service,M,117000,Savings,M,LAGOS,Y
37,Enterprenuer,M,117000,Savings,M,OGUN,Y
27,Civil service,F,117000,Savings,S,LAGOS,N
26,Civil service,M,117000,Savings,M,LAGOS,Y
39,Professional,M,117000,Savings,M,LAGOS,Y
47,Student,F,117000,Savings,M,LAGOS,Y
39,Civil service,M,117000,Savings,M,LAGOS,Y
40,Civil service,M,117000,Savings,M,LAGOS,Y
38,Civil service,M,117000,Savings,M,LAGOS,Y
27,Civil service,F,117000,Savings,S,LAGOS,Y
39,Civil service,M,117000,Savings,M,OGUN,Y
32,Professional,F,117000,Savings,S,LAGOS,Y
42,Enterprenuer,M,117000,Savings,M,OGUN,Y
31,Enterprenuer,F,117000,Savings,M,ONDO,Y
44,Enterprenuer,F,117000,Savings,M,LAGOS,Y
50,Civil service,M,117000,Savings,M,OGUN,Y
47,Civil service,M,117000,Savings,M,OGUN,Y
47,Civil service,M,117000,Savings,M,OGUN,Y
31,Enterprenuer,M,117000,Savings,M,LAGOS,Y
33,Civil service,M,117000,Savings,M,LAGOS,Y
28,Enterprenuer,M,117000,Savings,M,OGUN,Y
39,Civil service,M,117000,Savings,M,LAGOS,Y
30,Enterprenuer,F,117000,Savings,M,LAGOS,Y
40,Civil service,M,117000,Savings,M,LAGOS,Y
30,Enterprenuer,F,117000,Savings,M,LAGOS,N
34,Civil service,M,117000,Savings,S,LAGOS,Y
39,Enterprenuer,M,117000,Savings,M,LAGOS,Y
39,Enterprenuer,M,117000,Savings,M,LAGOS,N
46,Civil service,M,117000,Savings,M,LAGOS,Y
39,Enterprenuer,M,117000,Savings,M,OGUN,Y
39,Enterprenuer,M,117000,Savings,M,OGUN,Y
58,Civil service,M,117000,Savings,M,LAGOS,Y
58,Civil service,M,117000,Savings,M,LAGOS,Y
35,Civil service,M,117000,Savings,M,LAGOS,Y
35,Civil service,M,117000,Savings,M,LAGOS,Y
56,Professional,F,117000,Savings,M,LAGOS,N
56,Professional,F,117000,Savings,M,LAGOS,N
34,Civil service,M,117000,Savings,M,LAGOS,N
32,Professional,F,117000,Savings,S,LAGOS,Y
27,Civil service,F,117000,Savings,S,OYO,Y
29,Civil service,F,117000,Savings,M,LAGOS,Y
29,Civil service,F,117000,Savings,M,LAGOS,Y
43,Enterprenuer,M,117000,Savings,M,LAGOS,Y
34,Professional,M,117000,Savings,M,LAGOS,Y
33,Civil service,M,117000,Savings,M,LAGOS,N
33,Civil service,M,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,OGUN,Y
44,Civil service,M,117000,Savings,M,OGUN,Y
46,Civil service,M,117000,Savings,M,OGUN,Y
37,Civil service,F,117000,Savings,M,LAGOS,Y
37,Civil service,F,117000,Savings,M,LAGOS,Y
40,Civil service,M,117000,Savings,M,LAGOS,Y
30,Civil service,F,117000,Savings,S,LAGOS,Y
46,Enterprenuer,F,117000,Savings,M,LAGOS,Y
32,Civil service,M,117000,Savings,S,LAGOS,Y
41,Enterprenuer,F,117000,Savings,M,LAGOS,Y
34,Civil service,F,117000,Savings,M,LAGOS,Y
34,Civil service,F,117000,Savings,M,LAGOS,Y
35,Civil service,F,117000,Savings,M,LAGOS,Y
36,Civil service,M,117000,Savings,M,OGUN,Y
37,Enterprenuer,M,117000,Savings,S,LAGOS,Y
34,Civil service,M,117000,Savings,M,LAGOS,Y
30,Civil service,M,117000,Savings,M,OYO,Y
48,Enterprenuer,M,117000,Savings,M,OYO,Y
36,Enterprenuer,F,117000,Savings,M,LAGOS,Y
49,Enterprenuer,M,117000,Savings,M,LAGOS,N
49,Enterprenuer,M,117000,Savings,M,LAGOS,Y
29,Civil service,F,117000,Savings,M,LAGOS,Y
38,Enterprenuer,M,117000,Savings,M,LAGOS,Y
38,Enterprenuer,M,117000,Savings,M,LAGOS,Y
34,Enterprenuer,F,117000,Savings,S,LAGOS,Y
33,Enterprenuer,M,117000,Savings,M,LAGOS,Y
55,Civil service,M,117000,Savings,M,LAGOS,Y
55,Civil service,M,117000,Savings,M,LAGOS,Y
46,Civil service,M,117000,Savings,M,LAGOS,N
27,Professional,M,117000,Savings,S,LAGOS,Y
27,Professional,M,117000,Savings,S,LAGOS,Y
41,Civil service,F,117000,Savings,M,LAGOS,Y
45,Civil service,M,117000,Savings,M,LAGOS,N
45,Civil service,M,117000,Savings,M,LAGOS,Y
45,Civil service,M,117000,Savings,M,LAGOS,Y
57,Civil service,M,117000,Savings,M,LAGOS,Y
40,Civil service,M,117000,Savings,M,LAGOS,Y
32,Civil service,M,117000,Savings,M,LAGOS,Y
37,Civil service,M,117000,Savings,M,LAGOS,Y
44,Enterprenuer,M,117000,Savings,M,LAGOS,Y
48,Civil service,M,117000,Savings,M,LAGOS,Y
39,Enterprenuer,F,117000,Savings,M,OGUN,Y
42,Civil service,M,117000,Savings,S,LAGOS,Y
48,Civil service,M,117000,Savings,M,LAGOS,Y
51,Civil service,M,117000,Savings,M,OGUN,Y
48,Civil service,M,117000,Savings,M,LAGOS,Y
51,Civil service,M,117000,Savings,M,OGUN,N
28,Civil service,F,117000,Savings,M,LAGOS,Y
45,Enterprenuer,F,117000,Savings,M,LAGOS,Y
50,Enterprenuer,M,117000,Savings,M,LAGOS,Y
43,Civil service,F,117000,Savings,M,LAGOS,Y
43,Civil service,M,117000,Savings,S,LAGOS,Y
37,Civil service,F,117000,Savings,S,LAGOS,Y
50,Civil service,M,117000,Savings,M,LAGOS,N
41,Civil service,M,117000,Savings,M,OGUN,N
41,Enterprenuer,F,117000,Savings,M,LAGOS,Y
50,Civil service,F,117000,Savings,M,LAGOS,N
50,Civil service,F,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,LAGOS,Y
27,Civil service,M,117000,Savings,M,LAGOS,Y
27,Civil service,M,117000,Savings,M,LAGOS,Y
40,Civil service,M,117000,Savings,M,NIGER,Y
28,Civil service,M,117000,Savings,S,OGUN,Y
37,Enterprenuer,M,117000,Savings,M,LAGOS,Y
37,Enterprenuer,M,117000,Savings,M,LAGOS,Y
37,Enterprenuer,M,117000,Savings,M,LAGOS,Y
37,Civil service,M,117000,Savings,M,LAGOS,Y
50,Civil service,M,117000,Savings,M,OGUN,Y
50,Civil service,M,117000,Savings,M,OGUN,Y
50,Civil service,M,117000,Savings,M,OGUN,Y
27,Civil service,F,117000,Savings,S,LAGOS,Y
32,Civil service,F,117000,Savings,M,LAGOS,Y
32,Civil service,F,117000,Savings,M,LAGOS,N
42,Civil service,M,117000,Savings,M,LAGOS,Y
51,Civil service,M,117000,Savings,M,OGUN,Y
31,Civil service,M,117000,Savings,M,LAGOS,Y
27,Civil service,M,117000,Savings,S,LAGOS,Y
23,Enterprenuer,F,117000,Savings,S,LAGOS,Y
25,Civil service,F,117000,Savings,S,LAGOS,Y
35,Professional,M,117000,Savings,M,LAGOS,Y
35,Professional,F,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,LAGOS,Y
27,Civil service,F,117000,Savings,S,LAGOS,Y
39,Enterprenuer,F,117000,Savings,S,KADUNA,Y
27,Civil service,F,117000,Savings,S,LAGOS,Y
36,Enterprenuer,M,117000,Savings,M,KOGI,Y
27,Professional,M,117000,Savings,M,OGUN,N
43,Civil service,M,117000,Savings,M,LAGOS,Y
48,Civil service,M,117000,Savings,M,LAGOS,Y
27,Enterprenuer,F,117000,Savings,M,ANAMBRA,N
27,Enterprenuer,F,117000,Savings,M,ANAMBRA,Y
38,Civil service,M,117000,Savings,M,LAGOS,Y
38,Civil service,M,117000,Savings,M,LAGOS,Y
45,Civil service,M,117000,Savings,M,OGUN,Y
37,Civil service,F,121388,Savings,M,OGUN,Y
32,Civil service,F,121388,Savings,M,LAGOS,Y
37,Civil service,F,121388,Savings,S,LAGOS,Y
34,Professional,M,121388,Savings,M,LAGOS,Y
39,Civil service,M,121388,Savings,M,LAGOS,Y
39,Civil service,M,121388,Savings,M,LAGOS,Y
39,Civil service,M,121388,Savings,M,LAGOS,Y
39,Civil service,M,121388,Savings,M,LAGOS,Y
55,Civil service,M,121388,Savings,M,OGUN,Y
53,Civil service,M,121388,Savings,M,LAGOS,Y
35,Civil service,M,121388,Savings,S,LAGOS,Y
37,Civil service,F,121388,Savings,M,LAGOS,Y
52,Civil service,F,121388,Savings,M,LAGOS,Y
40,Civil service,M,121388,Savings,M,LAGOS,Y
49,Civil service,M,121388,Savings,M,LAGOS,Y
41,Civil service,M,121388,Savings,M,LAGOS,N
37,Civil service,M,121388,Savings,M,LAGOS,Y
34,Civil service,M,121388,Savings,M,OGUN,N
44,Civil service,F,121388,Savings,M,LAGOS,N
41,Civil service,M,121388,Savings,M,LAGOS,N
35,Civil service,M,121388,Savings,S,LAGOS,N
42,Civil service,M,121388,Savings,M,OYO,N
42,Civil service,M,121388,Savings,M,OYO,N
27,Civil service,M,121388,Savings,S,OGUN,N
42,Civil service,M,121388,Savings,M,OYO,N
42,Civil service,M,121388,Savings,M,OYO,N
35,Civil service,M,121388,Savings,S,LAGOS,Y
30,Civil service,F,121388,Savings,M,LAGOS,Y
37,Civil service,M,121388,Savings,M,OYO,Y
37,Civil service,M,121388,Savings,M,OYO,Y
47,Civil service,M,121388,Savings,M,RIVERS,Y
47,Civil service,M,121388,Savings,M,RIVERS,Y
44,Civil service,F,121388,Savings,M,LAGOS,N
35,Civil service,M,121388,Savings,M,LAGOS,Y
44,Civil service,F,121388,Savings,M,LAGOS,Y
46,Civil service,M,121388,Savings,M,OYO,Y
46,Civil service,M,121388,Savings,M,OYO,Y
32,Civil service,F,121388,Savings,M,LAGOS,Y
40,Civil service,M,121388,Savings,M,LAGOS,Y
42,Civil service,M,121388,Savings,M,OGUN,Y
42,Civil service,M,121388,Savings,M,OGUN,Y
42,Civil service,M,121388,Savings,M,OGUN,Y
36,Civil service,M,121388,Savings,M,OYO,Y
36,Civil service,M,121388,Savings,M,OYO,Y
36,Civil service,M,121388,Savings,M,OYO,Y
51,Civil service,M,121388,Savings,M,OGUN,Y
51,Civil service,M,121388,Savings,M,OGUN,Y
